x,y,neg,neu,pos,compound,episode,line
iroh,zhao,0.091,0.753,0.156,0.7902,3,"No, Prince Zuko. Do not taint your victory. [Turns to face Zhao. Condescending.] So this is how the great Commander Zhao acts in defeat? [Close-up of Zhao lying on the floor.] Disgraceful. [Cut back to a closer shot of Zuko and Iroh.] Even in exile, my nephew is more honorable than you. [Zuko looks at Iroh upon hearing those last words. Switch to a shot from over Zhao's shoulders.] Thanks again for the tea. It was delicious."
iroh,zuko,0.091,0.753,0.156,0.7902,3,"No, Prince Zuko. Do not taint your victory. [Turns to face Zhao. Condescending.] So this is how the great Commander Zhao acts in defeat? [Close-up of Zhao lying on the floor.] Disgraceful. [Cut back to a closer shot of Zuko and Iroh.] Even in exile, my nephew is more honorable than you. [Zuko looks at Iroh upon hearing those last words. Switch to a shot from over Zhao's shoulders.] Thanks again for the tea. It was delicious."
zuko,iroh,0.0,1.0,0.0,0.0,3,"[Softly.] Did you really mean that, Uncle?"
katara,aang,0.067,0.902,0.03,-0.4898,3,"[In the background, Sokka is hunched over his rock, clenching his teeth together. Katara shouts calmly with a sad expression on her face. The camera slowly moves in on her.] Aang! I know you're upset and I know how hard it is to lose the people you love. I went through the same thing when I lost my mom. [Diverts her eyes. Shot switches to a frontal view of Aang, his tattoos glowing and wind swirling around him; his clothes flutter in the storm. Sokka runs over to his sister in the background.] Monk Gyatso and the other airbenders may be gone, [Close-up of her as she looks up at him.] but you still have a family. Sokka and I! [Sokka opens his eyes and glances at his sister.] We're your family now!"
katara,gyatso,0.067,0.902,0.03,-0.4898,3,"[In the background, Sokka is hunched over his rock, clenching his teeth together. Katara shouts calmly with a sad expression on her face. The camera slowly moves in on her.] Aang! I know you're upset and I know how hard it is to lose the people you love. I went through the same thing when I lost my mom. [Diverts her eyes. Shot switches to a frontal view of Aang, his tattoos glowing and wind swirling around him; his clothes flutter in the storm. Sokka runs over to his sister in the background.] Monk Gyatso and the other airbenders may be gone, [Close-up of her as she looks up at him.] but you still have a family. Sokka and I! [Sokka opens his eyes and glances at his sister.] We're your family now!"
katara,sokka,0.067,0.902,0.03,-0.4898,3,"[In the background, Sokka is hunched over his rock, clenching his teeth together. Katara shouts calmly with a sad expression on her face. The camera slowly moves in on her.] Aang! I know you're upset and I know how hard it is to lose the people you love. I went through the same thing when I lost my mom. [Diverts her eyes. Shot switches to a frontal view of Aang, his tattoos glowing and wind swirling around him; his clothes flutter in the storm. Sokka runs over to his sister in the background.] Monk Gyatso and the other airbenders may be gone, [Close-up of her as she looks up at him.] but you still have a family. Sokka and I! [Sokka opens his eyes and glances at his sister.] We're your family now!"
sokka,katara,0.0,0.675,0.325,0.6486,3,[Gently.] Katara and I aren't going to let anything happen to you. Promise.
aang,roku,0.0,0.881,0.119,0.4019,3,[Closer shot of Aang and Katara's faces. Softly.] How is Roku supposed to help me if I can't talk to him?
aang,sokka,0.0,0.5,0.5,0.7177,3,Looks like you made a new friend Sokka!
aang,appa,0.0,1.0,0.0,0.0,3,"[To the winged-lemur.] You, me and Appa; [Frontal view as the camera closes in on them.] we're all that's left of this place. [Looks at the lemur.] We have to stick together. Katara, Sokka, [Switches to a shot of the duo fiddling with their luggage. They turn back to look at Aang as he calls them. Sokka is still eating a peach.] say hello to the newest member of our family."
aang,katara,0.0,1.0,0.0,0.0,3,"[To the winged-lemur.] You, me and Appa; [Frontal view as the camera closes in on them.] we're all that's left of this place. [Looks at the lemur.] We have to stick together. Katara, Sokka, [Switches to a shot of the duo fiddling with their luggage. They turn back to look at Aang as he calls them. Sokka is still eating a peach.] say hello to the newest member of our family."
aang,sokka,0.0,1.0,0.0,0.0,3,"[To the winged-lemur.] You, me and Appa; [Frontal view as the camera closes in on them.] we're all that's left of this place. [Looks at the lemur.] We have to stick together. Katara, Sokka, [Switches to a shot of the duo fiddling with their luggage. They turn back to look at Aang as he calls them. Sokka is still eating a peach.] say hello to the newest member of our family."
aang,momo,0.0,1.0,0.0,0.0,3,Momo.
zuko,aang,0.113,0.769,0.118,0.0258,4,"[Calmly.] The only reason you should be interrupting me, is if you have news about the Avatar."
iroh,zuko,0.072,0.811,0.117,0.1682,4,"[Pushes open the door completely and enters the room, holding a rolled up scroll in his hands.] Well, there is news, Prince Zuko, but you might not like it. Don't get too upset."
zuko,iroh,0.038,0.761,0.201,0.8402,4,"[Cut to shot of the prince sitting motionless, still assuming his meditative stance, his back to the camera. Calmly.] Uncle, you taught me that keeping a level head is a sign of a great leader. Now, whatever you have to say, I'm sure I can take it."
iroh,aang,0.0,0.906,0.094,0.1406,4,"Well, there have been multiple sightings of the Avatar, but he is impossible to track down."
zuko,iroh,0.105,0.762,0.132,0.296,4,"[Desperately.] How am I going to find him, Uncle? [Cut to a shot of the map in Zuko's hand, several locations marked down with zigzagged lines connecting each point; Voice-over.] He is clearly a master of evasive maneuvering."
aang,katara,0.043,0.864,0.093,0.3382,4,"Momo, marbles please. [Close-up of Momo who dives into his shirt and emerges, handing Aang two small, gray marbles.] Hey Katara, check out this airbending trick!"
aang,momo,0.043,0.864,0.093,0.3382,4,"Momo, marbles please. [Close-up of Momo who dives into his shirt and emerges, handing Aang two small, gray marbles.] Hey Katara, check out this airbending trick!"
katara,aang,0.0,0.552,0.448,0.8074,4,"[Nonchalantly, still focusing on her task at hand.] That's great, Aang."
sokka,katara,0.099,0.74,0.161,-0.2444,4,"[Protesting and pleading.] Wait! I was just kidding. [Sticks one arm through the large hole in his pants.] I can't wear these! Katara, please!"
aang,sokka,0.071,0.709,0.22,0.6597,4,"[Cut to a frontal view of Aang with the duo in the background. Enthusiastically.] Relax, Sokka. Where we're going, you won't need any pants."
aang,appa,0.202,0.628,0.17,-0.3818,4,"[Camera moves back to reveal Appa as well. Innocently.] But Appa's tired, aren't you boy?"
aang,katara,0.0,0.922,0.078,0.4003,4,"[Excited.] That's why we're here. [Starts to disrobe while more koi fish jump out of the water in the background.] Elephant koi, and I'm gonna ride it. Katara, you've got to watch me!"
katara,appa,0.0,1.0,0.0,0.0,4,"[Notices something behind Sokka and runs off screen.] No, Appa. Don't eat that! [Appa grunts.]"
sokka,aang,0.499,0.501,0.0,-0.4574,4,Aang's in trouble. Aang!
sokka,aang,0.0,1.0,0.0,0.0,4,"Get back here, Aang!"
oyaji,kyoshi,0.253,0.747,0.0,-0.8883,4,[Cut to a frontal view of Oyaji. Angrily.] How do we know you're not [Points at the bound three.] Fire Nation spies? Kyoshi stayed out of the war so far. And we intend to keep it that way!
aang,kyoshi,0.093,0.756,0.151,0.3164,4,"[Cut back to Aang, a brightened expression on his face.] This island is named for Kyoshi? I know Kyoshi!"
oyaji,aang,0.1,0.842,0.057,-0.5499,4,"Avatar Kyoshi was born here four hundred years ago. [Close-up of the face of the statue. The colors have faded away a bit, but it is still clear that Kyoshi wears the same white face paint, with the red accentuated eyes as the modern Kyoshi Warriors wear.] She's been dead for centuries."
oyaji,kyoshi,0.1,0.842,0.057,-0.5499,4,"Avatar Kyoshi was born here four hundred years ago. [Close-up of the face of the statue. The colors have faded away a bit, but it is still clear that Kyoshi wears the same white face paint, with the red accentuated eyes as the modern Kyoshi Warriors wear.] She's been dead for centuries."
aang,aang,0.049,0.867,0.084,0.128,4,"[Cut to Aang who looks pensive at the statue before looking at the ground in front of him. He speaks in a soft, calm voice while the camera slowly zooms in on him.] I know her because I'm the Avatar."
suki,aang,0.211,0.789,0.0,-0.631,4,[Not convinced by Aang's statement. Shaking her fist to emphasize her words.] That's impossible! The last Avatar was an airbender who disappeared a hundred years ago.
katara,aang,0.242,0.758,0.0,-0.1531,4,[Nervously.] Aang ... do some airbending.
oyaji,aang,0.0,0.721,0.279,0.4753,4,[In awe.] It's true ... you are the Avatar!
zuko,aang,0.082,0.866,0.052,-0.128,4,"[Yells on a demanding tone.] The Avatar's on Kyoshi Island? [Cut to a frontal shot of Iroh as Zuko addresses him while leaving the room. Iroh looks at Zuko as he walks away.] Uncle, ready the rhinos. He's not getting away from me this time."
zuko,kyoshi,0.082,0.866,0.052,-0.128,4,"[Yells on a demanding tone.] The Avatar's on Kyoshi Island? [Cut to a frontal shot of Iroh as Zuko addresses him while leaving the room. Iroh looks at Zuko as he walks away.] Uncle, ready the rhinos. He's not getting away from me this time."
zuko,iroh,0.082,0.866,0.052,-0.128,4,"[Yells on a demanding tone.] The Avatar's on Kyoshi Island? [Cut to a frontal shot of Iroh as Zuko addresses him while leaving the room. Iroh looks at Zuko as he walks away.] Uncle, ready the rhinos. He's not getting away from me this time."
aang,aang,0.0,0.813,0.187,0.6476,4,These people sure know [The rest is kind of muffled out because he is cramming his desserts in his mouth.] how to treat an Avatar!
aang,katara,0.0,0.841,0.159,0.5255,4,[Impressed.] Mmm ... [Offers one of the desserts he is holding to Katara.] Katara you've got to try these!
aang,sokka,0.428,0.572,0.0,-0.4574,4,"Sokka, what's your problem? Eat!"
katara,aang,0.0,0.651,0.349,0.8481,4,"Well, it's nice to see you excited about being the Avatar. [Slightly concerned.] I just hope it doesn't all go to your head."
suki,aang,0.078,0.759,0.163,0.5719,4,"[Looks at how Sokka continues his warm up.] Well, you're in the right place. [Cut to a side-view while Sokka is loosening up his hips.] Sorry about yesterday. I didn't know that you were friends with the Avatar."
aang,appa,0.0,0.747,0.253,0.7263,4,I promised the girls I'd give them a ride on Appa. Why don't you come with us? It'll be fun!
katara,kyoshi,0.174,0.826,0.0,-0.4215,4,"[Annoyed.] It's not my basket. These supplies are for our trip. I told you, we have to leave Kyoshi soon."
aang,kyoshi,0.02,0.823,0.158,0.7719,4,"[Central focus on Aang.] I don't want to leave Kyoshi yet. I can't put my finger on it, [He puts his hand to his chin in a thinking posture; the camera pans to the right, showing Aang's fangirls better in the background.] but there's something I really like about this place."
aang,koko,0.0,0.507,0.493,0.5983,4,"[Enthusiastically.] Just a second, Koko!"
katara,aang,0.199,0.693,0.108,-0.2732,4,"[Sarcastic.] ""Simple monk"", huh? [Annoyed.] I thought you promised me that this Avatar stuff wouldn't go to your head."
sokka,suki,0.298,0.702,0.0,-0.1779,4,"[Timidly.] Uh ... Hey, Suki."
aang,sokka,0.103,0.672,0.226,0.5399,4,[Popping in; smiling broadly.] Hey Sokka! [Sokka winces upon hearing his name and slants his eyes and shoulders in embarrassment.] Nice dress!
aang,katara,0.0,0.721,0.279,0.4767,4,"[Confidently.] Katara, remember how Unagi almost got me yesterday?"
koko,aang,0.102,0.898,0.0,-0.1511,4,"[Holds her hands to her mouth to emphasize her yelling.] Sorry, Aang! Maybe next time."
aang,katara,0.0,0.489,0.511,0.6351,4,[Happily.] Katara! You showed up!
katara,aang,0.454,0.546,0.0,-0.3595,4,"[Worried.] Hang on, Aang!"
katara,aang,0.0,1.0,0.0,0.0,4,Aang!
katara,zuko,0.0,0.736,0.264,0.2003,4,[Carefully peeking over the rock.] Zuko!
zuko,aang,0.0,0.435,0.565,0.4404,4,I want the Avatar alive.
katara,aang,0.523,0.477,0.0,-0.5093,4,"[Worriedly.] Wake up, Aang!"
aang,katara,0.137,0.61,0.254,0.7002,4,[Coughing out the last of the water. In a weak voice.] Katara ... [Katara lovingly smiles at him with relief written all over her face.] don't ride Unagi. Not fun.
zuko,aang,0.046,0.929,0.025,-0.3107,4,"[Frog view close-up.] Come out, Avatar! [Camera pans from left to right, revealing how several villagers are hiding in the nearby houses.] You can't hide from me forever! [Camera focuses on the four riders while moving away from them over the main street, showing that there is not any movement in the village. Side-view of Zuko.] Find him."
zuko,aang,0.252,0.604,0.144,-0.3482,4,"Nice try, Avatar! But these little girls can't save you."
katara,kyoshi,0.112,0.888,0.0,-0.2846,4,"Then let's get out of here. Zuko will leave Kyoshi to follow us. I know it feels wrong to run, but I think it's the only way."
katara,zuko,0.112,0.888,0.0,-0.2846,4,"Then let's get out of here. Zuko will leave Kyoshi to follow us. I know it feels wrong to run, but I think it's the only way."
aang,appa,0.508,0.492,0.0,-0.4767,4,[Sad.] I'll call Appa.
aang,appa,0.0,1.0,0.0,0.0,4,"[Pulling the reins.] Appa, yip yip!"
katara,aang,0.123,0.783,0.094,-0.2023,4,"[Peeking over the rim of the saddle to address a saddened Aang. Sokka is wiping of the face paint with his sleeve.] I know it's hard, but you did the right thing. [Gesturing toward the town.] Zuko would have destroyed the whole place if we had stayed. [Comforting.] They're going to be okay, Aang."
katara,zuko,0.123,0.783,0.094,-0.2023,4,"[Peeking over the rim of the saddle to address a saddened Aang. Sokka is wiping of the face paint with his sleeve.] I know it's hard, but you did the right thing. [Gesturing toward the town.] Zuko would have destroyed the whole place if we had stayed. [Comforting.] They're going to be okay, Aang."
oyaji,aang,0.0,0.189,0.811,0.8225,4,"[Gratefully smiling.] Thank you, Avatar."
aang,bumi,0.0,0.856,0.144,0.7088,5,The Earth Kingdom city of Omashu! [Camera pans up from the group to show the entire pyramid structured city of Omashu. Close-up of an excited Aang.] I used to always come here to visit my friend Bumi.
katara,aang,0.228,0.772,0.0,-0.7574,5,"[Stretching her arm out to him, halting Aang with her cry.] Wait, Aang! It could be dangerous if people find out you're the Avatar."
katara,aang,0.0,1.0,0.0,0.0,5,"[Glancing at Sokka.] Technically, Aang is 112 years old."
katara,june,0.0,0.714,0.286,0.4215,5,[Waving.] Hi. June Pippinpaddleopsicopolis. Nice to meet you.
aang,bumi,0.0,0.681,0.319,0.8834,5,"[Excitedly.] They do get their mail on time, [Close-up of Aang.] but my friend Bumi found [Squints eyes mischievously.] a better use for these chutes."
aang,bumi,0.204,0.522,0.274,0.3802,5,"[Close-up of a crazed smiling Bumi, and a broadly smiling Aang.] Bumi, you're a mad genius!"
